b'id',b'key',b'value',b'type' 
b'250287320',b'created_by',b'JOSM',b'regular'
b'250287353',b'created_by',b'JOSM',b'regular'
b'250287361',b'created_by',b'JOSM',b'regular'
b'250287362',b'created_by',b'JOSM',b'regular'
b'250287363',b'created_by',b'JOSM',b'regular'
b'250287364',b'created_by',b'JOSM',b'regular'
b'250287365',b'created_by',b'JOSM',b'regular'
b'250287366',b'created_by',b'JOSM',b'regular'
b'250287367',b'created_by',b'JOSM',b'regular'
b'250287368',b'created_by',b'JOSM',b'regular'
b'250287369',b'created_by',b'JOSM',b'regular'
b'250287370',b'created_by',b'JOSM',b'regular'
b'250287372',b'created_by',b'JOSM',b'regular'
b'250287373',b'created_by',b'JOSM',b'regular'
b'250287374',b'created_by',b'JOSM',b'regular'
b'250287375',b'created_by',b'JOSM',b'regular'
b'250287376',b'created_by',b'JOSM',b'regular'
b'250287377',b'created_by',b'JOSM',b'regular'
b'250287378',b'created_by',b'JOSM',b'regular'
b'250287379',b'created_by',b'JOSM',b'regular'
b'250287380',b'created_by',b'JOSM',b'regular'
b'250287381',b'created_by',b'JOSM',b'regular'
b'250287382',b'created_by',b'JOSM',b'regular'
b'250287383',b'created_by',b'JOSM',b'regular'
b'250287384',b'created_by',b'JOSM',b'regular'
b'250287385',b'created_by',b'JOSM',b'regular'
b'250287386',b'created_by',b'JOSM',b'regular'
b'250287394',b'created_by',b'JOSM',b'regular'
b'250287400',b'created_by',b'JOSM',b'regular'
b'250287401',b'created_by',b'JOSM',b'regular'
b'250287402',b'created_by',b'JOSM',b'regular'
b'250287403',b'created_by',b'JOSM',b'regular'
b'250287404',b'created_by',b'JOSM',b'regular'
b'250287405',b'created_by',b'JOSM',b'regular'
b'250287406',b'created_by',b'JOSM',b'regular'
b'250287407',b'created_by',b'JOSM',b'regular'
b'250287408',b'created_by',b'JOSM',b'regular'
b'250287409',b'created_by',b'JOSM',b'regular'
b'250287410',b'created_by',b'JOSM',b'regular'
b'250287411',b'created_by',b'JOSM',b'regular'
b'250287412',b'created_by',b'JOSM',b'regular'
b'250287413',b'created_by',b'JOSM',b'regular'
b'250287414',b'created_by',b'JOSM',b'regular'
b'250287415',b'created_by',b'JOSM',b'regular'
b'250287416',b'created_by',b'JOSM',b'regular'
b'250287417',b'created_by',b'JOSM',b'regular'
b'250287418',b'created_by',b'JOSM',b'regular'
b'250287425',b'created_by',b'JOSM',b'regular'
b'250287426',b'created_by',b'JOSM',b'regular'
b'250287427',b'created_by',b'JOSM',b'regular'
b'250287428',b'created_by',b'JOSM',b'regular'
b'250287429',b'created_by',b'JOSM',b'regular'
b'250287430',b'created_by',b'JOSM',b'regular'
b'250287431',b'created_by',b'JOSM',b'regular'
b'250287433',b'created_by',b'JOSM',b'regular'
b'250287534',b'created_by',b'JOSM',b'regular'
b'250287535',b'created_by',b'JOSM',b'regular'
b'250287536',b'created_by',b'JOSM',b'regular'
b'250287537',b'created_by',b'JOSM',b'regular'
b'250287538',b'created_by',b'JOSM',b'regular'
b'250525391',b'name',b'Anchor Inn',b'regular'
b'250525391',b'amenity',b'pub',b'regular'
b'250545902',b'power',b'tower',b'regular'
b'250545903',b'power',b'tower',b'regular'
b'250545904',b'power',b'tower',b'regular'
b'250545906',b'power',b'tower',b'regular'
b'250545907',b'power',b'tower',b'regular'
b'250545908',b'power',b'tower',b'regular'
b'250545909',b'power',b'tower',b'regular'
b'250545910',b'power',b'tower',b'regular'
b'250545911',b'power',b'tower',b'regular'
b'250545912',b'power',b'tower',b'regular'
b'250545913',b'power',b'tower',b'regular'
b'250545914',b'power',b'tower',b'regular'
b'250545916',b'power',b'tower',b'regular'
b'250545916',b'created_by',b'JOSM',b'regular'
b'250545917',b'power',b'tower',b'regular'
b'250545918',b'power',b'tower',b'regular'
b'250900716',b'name',b'Tanners Brook',b'regular'
b'250900716',b'highway',b'bus_stop',b'regular'
b'250900716',b'Bearing',b'NE',b'naptan'
b'250900727',b'name',b'Tanners Brook',b'regular'
b'250900727',b'highway',b'bus_stop',b'regular'
b'250900727',b'Bearing',b'SW',b'naptan'
b'250902941',b'name',b'Woburn Road',b'regular'
b'250902941',b'highway',b'bus_stop',b'regular'
b'250902941',b'Bearing',b'E',b'naptan'
b'250902942',b'name',b'Woburn Road',b'regular'
b'250902942',b'highway',b'bus_stop',b'regular'
b'250902942',b'Bearing',b'W',b'naptan'
b'251196343',b'created_by',b'JOSM',b'regular'
b'251196345',b'created_by',b'JOSM',b'regular'
b'251196766',b'source',b'Bing',b'regular'
b'251196766',b'highway',b'turning_circle',b'regular'
b'251196945',b'created_by',b'JOSM',b'regular'
b'251196947',b'created_by',b'JOSM',b'regular'
b'251196949',b'created_by',b'JOSM',b'regular'
b'251196950',b'created_by',b'JOSM',b'regular'
b'251196952',b'created_by',b'JOSM',b'regular'
b'251197139',b'created_by',b'JOSM',b'regular'
b'251197140',b'created_by',b'JOSM',b'regular'
b'251197141',b'created_by',b'JOSM',b'regular'
b'251197142',b'created_by',b'JOSM',b'regular'
b'251197143',b'created_by',b'JOSM',b'regular'
b'251197339',b'created_by',b'JOSM',b'regular'
b'251197342',b'created_by',b'JOSM',b'regular'
b'251197383',b'highway',b'mini_roundabout',b'regular'
b'251197383',b'direction',b'clockwise',b'regular'
b'251197735',b'created_by',b'JOSM',b'regular'
b'251197771',b'created_by',b'JOSM',b'regular'
b'251198281',b'source',b'Bing',b'regular'
b'251198281',b'highway',b'turning_circle',b'regular'
b'251198282',b'highway',b'turning_circle',b'regular'
b'251198489',b'amenity',b'telephone',b'regular'
b'251198596',b'created_by',b'JOSM',b'regular'
b'251198597',b'created_by',b'JOSM',b'regular'
b'251198598',b'highway',b'turning_circle',b'regular'
b'251198601',b'highway',b'turning_circle',b'regular'
b'251291657',b'highway',b'crossing',b'regular'
b'251291657',b'crossing',b'uncontrolled',b'regular'
b'251293073',b'highway',b'mini_roundabout',b'regular'
b'251293073',b'direction',b'clockwise',b'regular'
b'251322116',b'public_transport',b'stop_position',b'regular'
b'251469321',b'traffic_calming',b'table',b'regular'
b'251977512',b'amenity',b'telephone',b'regular'
b'251977512',b'created_by',b'JOSM',b'regular'
b'251978320',b'ref',b'SO19 139',b'regular'
b'251978320',b'amenity',b'post_box',b'regular'
b'251978320',b'operator',b'Royal Mail',b'regular'
b'251978320',b'royal_cypher',b'EIIR',b'regular'
b'251978320',b'type',b'pillar',b'post_box'
b'251978320',b'collection_plate',b'CP1',b'regular'
b'251978320',b'collection_times',b'Mo-Fr 16:00; Sa 12:00',b'regular'
b'251978670',b'created_by',b'JOSM',b'regular'
b'251978671',b'created_by',b'JOSM',b'regular'
b'251978672',b'created_by',b'JOSM',b'regular'
b'251978674',b'created_by',b'JOSM',b'regular'
b'251978675',b'created_by',b'JOSM',b'regular'
b'251978676',b'created_by',b'JOSM',b'regular'
b'251978973',b'created_by',b'JOSM',b'regular'
b'251978974',b'created_by',b'JOSM',b'regular'
b'251978975',b'created_by',b'JOSM',b'regular'
b'251978976',b'created_by',b'JOSM',b'regular'
b'251978977',b'created_by',b'JOSM',b'regular'
b'251978978',b'created_by',b'JOSM',b'regular'
b'251978979',b'created_by',b'JOSM',b'regular'
b'251978980',b'created_by',b'JOSM',b'regular'
b'251979022',b'created_by',b'JOSM',b'regular'
b'251979114',b'created_by',b'JOSM',b'regular'
b'251979697',b'created_by',b'JOSM',b'regular'
b'251979698',b'created_by',b'JOSM',b'regular'
b'251979699',b'created_by',b'JOSM',b'regular'
b'251979701',b'created_by',b'JOSM',b'regular'
b'251979702',b'created_by',b'JOSM',b'regular'
b'251979703',b'created_by',b'JOSM',b'regular'
b'251979704',b'created_by',b'JOSM',b'regular'
b'251979705',b'created_by',b'JOSM',b'regular'
b'251979707',b'created_by',b'JOSM',b'regular'
b'251979708',b'created_by',b'JOSM',b'regular'
b'251979709',b'created_by',b'JOSM',b'regular'
b'251979710',b'created_by',b'JOSM',b'regular'
b'251979712',b'created_by',b'JOSM',b'regular'
b'251979713',b'created_by',b'JOSM',b'regular'
b'251979714',b'created_by',b'JOSM',b'regular'
b'251979715',b'created_by',b'JOSM',b'regular'
b'251979717',b'created_by',b'JOSM',b'regular'
b'251979718',b'created_by',b'JOSM',b'regular'
b'251979719',b'created_by',b'JOSM',b'regular'
b'251979720',b'created_by',b'JOSM',b'regular'
b'251979722',b'created_by',b'JOSM',b'regular'
b'251979723',b'created_by',b'JOSM',b'regular'
b'251979724',b'created_by',b'JOSM',b'regular'
b'251979725',b'created_by',b'JOSM',b'regular'
b'251979727',b'created_by',b'JOSM',b'regular'
b'251979728',b'created_by',b'JOSM',b'regular'
b'251979729',b'created_by',b'JOSM',b'regular'
b'251979730',b'created_by',b'JOSM',b'regular'
b'251979732',b'created_by',b'JOSM',b'regular'
b'251979733',b'created_by',b'JOSM',b'regular'
b'251979734',b'created_by',b'JOSM',b'regular'
b'251979736',b'created_by',b'JOSM',b'regular'
b'251979737',b'created_by',b'JOSM',b'regular'
b'251979738',b'created_by',b'JOSM',b'regular'
b'251979739',b'created_by',b'JOSM',b'regular'
b'251979741',b'created_by',b'JOSM',b'regular'
b'251979742',b'created_by',b'JOSM',b'regular'
b'251979743',b'created_by',b'JOSM',b'regular'
b'251979745',b'created_by',b'JOSM',b'regular'
b'251979746',b'created_by',b'JOSM',b'regular'
b'251979747',b'created_by',b'JOSM',b'regular'
b'251979748',b'created_by',b'JOSM',b'regular'
b'251979750',b'created_by',b'JOSM',b'regular'
b'251979751',b'created_by',b'JOSM',b'regular'
b'251979752',b'created_by',b'JOSM',b'regular'
b'251979753',b'created_by',b'JOSM',b'regular'
b'251979755',b'created_by',b'JOSM',b'regular'
b'251979756',b'created_by',b'JOSM',b'regular'
b'251979761',b'created_by',b'JOSM',b'regular'
b'251979763',b'created_by',b'JOSM',b'regular'
b'251979764',b'created_by',b'JOSM',b'regular'
b'251979765',b'created_by',b'JOSM',b'regular'
b'251979766',b'created_by',b'JOSM',b'regular'
b'251979768',b'created_by',b'JOSM',b'regular'
b'251979769',b'created_by',b'JOSM',b'regular'
b'251979770',b'created_by',b'JOSM',b'regular'
b'251979771',b'created_by',b'JOSM',b'regular'
b'251979772',b'created_by',b'JOSM',b'regular'
b'251979774',b'created_by',b'JOSM',b'regular'
b'251979775',b'created_by',b'JOSM',b'regular'
b'251979776',b'created_by',b'JOSM',b'regular'
b'251979777',b'created_by',b'JOSM',b'regular'
b'251979779',b'created_by',b'JOSM',b'regular'
b'251979780',b'created_by',b'JOSM',b'regular'
b'251979781',b'created_by',b'JOSM',b'regular'
b'251979782',b'created_by',b'JOSM',b'regular'
b'251979784',b'created_by',b'JOSM',b'regular'
b'251979785',b'created_by',b'JOSM',b'regular'
b'251979786',b'created_by',b'JOSM',b'regular'
b'251979787',b'created_by',b'JOSM',b'regular'
b'251979788',b'created_by',b'JOSM',b'regular'
b'251979790',b'created_by',b'JOSM',b'regular'
b'251979791',b'created_by',b'JOSM',b'regular'
b'251979792',b'created_by',b'JOSM',b'regular'
b'251979793',b'created_by',b'JOSM',b'regular'
b'251979795',b'created_by',b'JOSM',b'regular'
b'251979796',b'created_by',b'JOSM',b'regular'
b'251979797',b'created_by',b'JOSM',b'regular'
b'251979798',b'created_by',b'JOSM',b'regular'
b'251979800',b'created_by',b'JOSM',b'regular'
b'251979801',b'created_by',b'JOSM',b'regular'
b'251979802',b'created_by',b'JOSM',b'regular'
b'251979803',b'created_by',b'JOSM',b'regular'
b'251979805',b'created_by',b'JOSM',b'regular'
b'251979806',b'created_by',b'JOSM',b'regular'
b'251979807',b'created_by',b'JOSM',b'regular'
b'251979808',b'created_by',b'JOSM',b'regular'
b'251979810',b'created_by',b'JOSM',b'regular'
b'251979811',b'created_by',b'JOSM',b'regular'
b'251979818',b'created_by',b'JOSM',b'regular'
b'251979820',b'created_by',b'JOSM',b'regular'
b'251979821',b'created_by',b'JOSM',b'regular'
b'251979825',b'created_by',b'JOSM',b'regular'
b'251979826',b'created_by',b'JOSM',b'regular'
b'251979828',b'created_by',b'JOSM',b'regular'
b'251979829',b'created_by',b'JOSM',b'regular'
b'251979830',b'created_by',b'JOSM',b'regular'
b'251979831',b'created_by',b'JOSM',b'regular'
b'251979833',b'created_by',b'JOSM',b'regular'
b'251979835',b'created_by',b'JOSM',b'regular'
b'251980579',b'created_by',b'JOSM',b'regular'
b'251980959',b'created_by',b'JOSM',b'regular'
b'251980960',b'created_by',b'JOSM',b'regular'
b'251980961',b'created_by',b'JOSM',b'regular'
b'251980963',b'created_by',b'JOSM',b'regular'
b'251980964',b'created_by',b'JOSM',b'regular'
b'251980965',b'created_by',b'JOSM',b'regular'
b'251980966',b'created_by',b'JOSM',b'regular'
b'251980968',b'created_by',b'JOSM',b'regular'
b'251980969',b'created_by',b'JOSM',b'regular'
b'251980970',b'created_by',b'JOSM',b'regular'
b'251980971',b'created_by',b'JOSM',b'regular'
b'251980973',b'created_by',b'JOSM',b'regular'
b'251980974',b'created_by',b'JOSM',b'regular'
b'251980975',b'created_by',b'JOSM',b'regular'
b'251980976',b'created_by',b'JOSM',b'regular'
b'251980978',b'created_by',b'JOSM',b'regular'
b'251980979',b'created_by',b'JOSM',b'regular'
b'251980980',b'created_by',b'JOSM',b'regular'
b'251980982',b'created_by',b'JOSM',b'regular'
b'251980983',b'created_by',b'JOSM',b'regular'
b'251980984',b'created_by',b'JOSM',b'regular'
b'251980985',b'created_by',b'JOSM',b'regular'
b'251980987',b'created_by',b'JOSM',b'regular'
b'251980988',b'created_by',b'JOSM',b'regular'
b'251980989',b'created_by',b'JOSM',b'regular'
b'251980990',b'created_by',b'JOSM',b'regular'
b'251980992',b'created_by',b'JOSM',b'regular'
b'251980993',b'created_by',b'JOSM',b'regular'
b'251980994',b'created_by',b'JOSM',b'regular'
b'251981579',b'created_by',b'JOSM',b'regular'
b'251981675',b'amenity',b'post_box',b'regular'
b'251982462',b'created_by',b'JOSM',b'regular'
b'251982715',b'ref',b'SO19 641',b'regular'
b'251982715',b'amenity',b'post_box',b'regular'
b'251982715',b'royal_cypher',b'EIIR',b'regular'
b'251982715',b'type',b'pillar',b'post_box'
b'251982715',b'collection_plate',b'CP1',b'regular'
b'251982715',b'collection_times',b'Mo-Fr 18:00; Sa 11:30',b'regular'
b'251982716',b'phone',b'+44 23 8040 4186',b'regular'
b'251982716',b'amenity',b'telephone',b'regular'
b'251982716',b'street',b'Junction Warburton Road / Tunstall Road',b'addr'
b'251982716',b'coins',b'yes',b'payment'
b'251982742',b'created_by',b'JOSM',b'regular'
b'251986226',b'created_by',b'JOSM',b'regular'
b'251994070',b'highway',b'turning_circle',b'regular'
b'252004201',b'created_by',b'JOSM',b'regular'
b'252126372',b'created_by',b'JOSM',b'regular'
b'252398855',b'name',b'Lordswood',b'regular'
b'252398855',b'is_in',b'Southampton',b'regular'
b'252398855',b'place',b'suburb',b'regular'
b'252400532',b'name',b'Lords Hill',b'regular'
b'252400532',b'is_in',b'Southampton',b'regular'
b'252400532',b'place',b'suburb',b'regular'
b'252401009',b'name',b'Upper Shirley',b'regular'
b'252401009',b'is_in',"b'Southampton, Hampshire, England, UK'",b'regular'
b'252401009',b'place',b'suburb',b'regular'
b'252401009',b'created_by',b'Potlatch 0.10f',b'regular'
b'252479742',b'created_by',b'JOSM',b'regular'
b'252479743',b'created_by',b'JOSM',b'regular'
b'252479901',b'ref',b'SO18 348',b'regular'
b'252479901',b'source',"b'Bing, Survey'",b'regular'
b'252479901',b'amenity',b'post_box',b'regular'
b'252479901',b'operator',b'Royal Mail',b'regular'
b'252479901',b'royal_cypher',b'EIIR',b'regular'
b'252479901',b'drive_through',b'no',b'regular'
b'252479901',b'type',b'pillar',b'post_box'
b'252479901',b'collection_plate',b'CP8',b'regular'
b'252479901',b'collection_times',b'Mo-Fr 17:00; Sa 11:30',b'regular'
b'252479910',b'ref',b'SO18 269D',b'regular'
b'252479910',b'amenity',b'post_box',b'regular'
b'252479910',b'operator',b'Royal Mail',b'regular'
b'252479910',b'royal_cypher',b'EIIR',b'regular'
b'252479910',b'type',b'pillar',b'post_box'
b'252479910',b'collection_plate',b'CP1D',b'regular'
b'252479910',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'252479911',b'note',b'This kiosk does not display its telephone number anywhere',b'regular'
b'252479911',b'amenity',b'telephone',b'regular'
b'252479911',b'city',b'Southampton',b'addr'
b'252479911',b'street',b'Cheriton Avenue',b'addr'
b'252479911',b'coins',b'no',b'payment'
b'252480182',b'created_by',b'JOSM',b'regular'
b'252480183',b'created_by',b'JOSM',b'regular'
b'252480184',b'created_by',b'JOSM',b'regular'
b'252480186',b'created_by',b'JOSM',b'regular'
b'252480187',b'created_by',b'JOSM',b'regular'
b'252480188',b'created_by',b'JOSM',b'regular'
b'252480190',b'created_by',b'JOSM',b'regular'
b'252480191',b'created_by',b'JOSM',b'regular'
b'252480192',b'created_by',b'JOSM',b'regular'
b'252480194',b'created_by',b'JOSM',b'regular'
b'252480195',b'created_by',b'JOSM',b'regular'
b'252480197',b'created_by',b'JOSM',b'regular'
b'252480198',b'created_by',b'JOSM',b'regular'
b'252480199',b'created_by',b'JOSM',b'regular'
b'252480201',b'created_by',b'JOSM',b'regular'
b'252481071',b'created_by',b'JOSM',b'regular'
b'252481072',b'created_by',b'JOSM',b'regular'
b'252481073',b'created_by',b'JOSM',b'regular'
b'252481335',b'created_by',b'JOSM',b'regular'
b'252482173',b'created_by',b'JOSM',b'regular'
b'252482350',b'ref',b'SO19 250D',b'regular'
b'252482350',b'amenity',b'post_box',b'regular'
b'252482350',b'operator',b'Royal Mail',b'regular'
b'252482350',b'royal_cypher',b'EIIR',b'regular'
b'252482350',b'type',b'lamp',b'post_box'
b'252482350',b'collection_plate',b'CP7D',b'regular'
b'252482350',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'252641119',b'created_by',b'JOSM',b'regular'
b'252641139',b'name',b'The Hinkler',b'regular'
b'252641139',b'amenity',b'pub',b'regular'
b'252641139',b'created_by',b'Potlatch 0.10b',b'regular'
b'252641503',b'ref',b'SO19 602D',b'regular'
b'252641503',b'amenity',b'post_box',b'regular'
b'252641503',b'royal_cypher',b'EIIR',b'regular'
b'252641503',b'type',b'pillar',b'post_box'
b'252641503',b'collection_plate',b'CP1D',b'regular'
b'252641503',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'252641504',b'amenity',b'telephone',b'regular'
b'252641504',b'created_by',b'JOSM',b'regular'
b'253055309',b'ref',b'SO16 363D',b'regular'
b'253055309',b'amenity',b'post_box',b'regular'
b'253055309',b'operator',b'Royal Mail',b'regular'
b'253055309',b'postal_code',b'SO16',b'regular'
b'253055309',b'royal_cypher',b'GR',b'regular'
b'253055309',b'type',b'pillar',b'post_box'
b'253055309',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'253065273',b'name',b'Shirley Warren',b'regular'
b'253065273',b'is_in',b'Southampton',b'regular'
b'253065273',b'place',b'suburb',b'regular'
b'253065741',b'name',b'Maybush',b'regular'
b'253065741',b'place',b'suburb',b'regular'
b'253066235',b'name',b'Redbridge',b'regular'
b'253066235',b'place',b'suburb',b'regular'
b'253066235',b'created_by',b'Potlatch 0.9',b'regular'
b'253066441',b'name',b'Millbrook',b'regular'
b'253066441',b'place',b'suburb',b'regular'
b'253067120',b'name',b'Bassett',b'regular'
b'253067120',b'is_in',b'Southampton',b'regular'
b'253067120',b'place',b'suburb',b'regular'
b'253067210',b'name',b'Stoneham',b'regular'
b'253067210',b'place',b'suburb',b'regular'
b'254162407',b'name',b'Spring Road Evangelical Church',b'regular'
b'254162407',b'amenity',b'place_of_worship',b'regular'
b'254162407',b'religion',b'christian',b'regular'
b'254162407',b'denomination',b'evangelical',b'regular'
b'254163381',b'created_by',b'JOSM',b'regular'
b'254163385',b'created_by',b'JOSM',b'regular'
b'254163386',b'created_by',b'JOSM',b'regular'
b'254163387',b'created_by',b'JOSM',b'regular'
b'254164513',b'amenity',b'post_box',b'regular'
b'254164513',b'created_by',b'JOSM',b'regular'
b'254164673',b'created_by',b'JOSM',b'regular'
b'254165668',b'name',b'Texaco',b'regular'
b'254165668',b'amenity',b'fuel',b'regular'
b'254165668',b'diesel',b'yes',b'fuel'
b'254165668',b'opening_hours',b'Mo-Sa 06:00-22:00; Su 07:00-22:00',b'regular'
b'254165668',b'octane_95',b'yes',b'fuel'
b'254165906',b'created_by',b'JOSM',b'regular'
b'254166463',b'created_by',b'JOSM',b'regular'
b'254166464',b'created_by',b'JOSM',b'regular'
b'254166465',b'created_by',b'JOSM',b'regular'
b'254166466',b'created_by',b'JOSM',b'regular'
b'254166467',b'created_by',b'JOSM',b'regular'
b'254166468',b'created_by',b'JOSM',b'regular'
b'254166469',b'created_by',b'JOSM',b'regular'
b'254166470',b'created_by',b'JOSM',b'regular'
b'254166471',b'created_by',b'JOSM',b'regular'
b'254166479',b'created_by',b'JOSM',b'regular'
b'254166489',b'created_by',b'JOSM',b'regular'
b'254166496',b'created_by',b'JOSM',b'regular'
b'254171858',b'created_by',b'JOSM',b'regular'
b'254171859',b'created_by',b'JOSM',b'regular'
b'254171969',b'created_by',b'JOSM',b'regular'
b'254174672',b'ref',b'SO18 210D',b'regular'
b'254174672',b'amenity',b'post_box',b'regular'
b'254174672',b'operator',b'Royal Mail',b'regular'
b'254174672',b'royal_cypher',b'EVIIR',b'regular'
b'254174672',b'type',b'pillar',b'post_box'
b'254174672',b'collection_plate',b'CP1D',b'regular'
b'254174672',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'254180624',b'created_by',b'JOSM',b'regular'
b'254289245',b'created_by',b'JOSM',b'regular'
b'254289246',b'created_by',b'JOSM',b'regular'
b'254289247',b'created_by',b'JOSM',b'regular'
b'254289352',b'created_by',b'JOSM',b'regular'
b'254289353',b'created_by',b'JOSM',b'regular'
b'257888971',b'barrier',b'bollard',b'regular'
b'258079848',b'odbl',b'clean',b'regular'
b'258079849',b'odbl',b'clean',b'regular'
b'258079931',b'odbl',b'clean',b'regular'
b'258889278',b'created_by',b'JOSM',b'regular'
b'258889280',b'created_by',b'JOSM',b'regular'
b'258889281',b'created_by',b'JOSM',b'regular'
b'259084345',b'source',b'Bing',b'regular'
b'259084345',b'highway',b'turning_circle',b'regular'
b'259174322',b'created_by',b'JOSM',b'regular'
b'259174323',b'created_by',b'JOSM',b'regular'
b'259174324',b'created_by',b'JOSM',b'regular'
b'259174325',b'created_by',b'JOSM',b'regular'
b'259174326',b'created_by',b'JOSM',b'regular'
b'259174331',b'created_by',b'JOSM',b'regular'
b'259174332',b'created_by',b'JOSM',b'regular'
b'259174335',b'created_by',b'JOSM',b'regular'
b'259174336',b'created_by',b'JOSM',b'regular'
b'259174337',b'created_by',b'JOSM',b'regular'
b'259174338',b'created_by',b'JOSM',b'regular'
b'259174339',b'created_by',b'JOSM',b'regular'
b'259174340',b'created_by',b'JOSM',b'regular'
b'259174342',b'created_by',b'JOSM',b'regular'
b'259174343',b'created_by',b'JOSM',b'regular'
b'259174344',b'created_by',b'JOSM',b'regular'
b'259174345',b'created_by',b'JOSM',b'regular'
b'259174347',b'created_by',b'JOSM',b'regular'
b'259174348',b'created_by',b'JOSM',b'regular'
b'259181693',b'barrier',b'gate',b'regular'
b'259181695',b'created_by',b'JOSM',b'regular'
b'259184189',b'created_by',b'JOSM',b'regular'
b'259184190',b'created_by',b'JOSM',b'regular'
b'259184191',b'created_by',b'JOSM',b'regular'
b'259184214',b'created_by',b'JOSM',b'regular'
b'259184215',b'created_by',b'JOSM',b'regular'
b'259184216',b'created_by',b'JOSM',b'regular'
b'259184217',b'created_by',b'JOSM',b'regular'
b'259184218',b'created_by',b'JOSM',b'regular'
b'259184219',b'created_by',b'JOSM',b'regular'
b'259184220',b'created_by',b'JOSM',b'regular'
b'259184221',b'created_by',b'JOSM',b'regular'
b'260092142',b'power',b'tower',b'regular'
b'260092142',b'created_by',b'JOSM',b'regular'
b'260092143',b'power',b'tower',b'regular'
b'260092143',b'created_by',b'JOSM',b'regular'
b'260092144',b'power',b'tower',b'regular'
b'260092144',b'created_by',b'JOSM',b'regular'
b'260092145',b'power',b'tower',b'regular'
b'260092145',b'created_by',b'JOSM',b'regular'
b'260092146',b'power',b'tower',b'regular'
b'260092146',b'created_by',b'JOSM',b'regular'
b'260094161',b'power',b'tower',b'regular'
b'260094162',b'ref',b'PT 1',b'regular'
b'260094162',b'power',b'tower',b'regular'
b'260094162',b'created_by',b'JOSM',b'regular'
b'260094163',b'power',b'tower',b'regular'
b'260094163',b'created_by',b'JOSM',b'regular'
b'260094164',b'power',b'tower',b'regular'
b'260094164',b'created_by',b'JOSM',b'regular'
b'260094165',b'power',b'tower',b'regular'
b'260094165',b'created_by',b'JOSM',b'regular'
b'260094166',b'power',b'tower',b'regular'
b'260094166',b'created_by',b'JOSM',b'regular'
b'260094167',b'power',b'tower',b'regular'
b'260094167',b'created_by',b'JOSM',b'regular'
b'260094185',b'power',b'tower',b'regular'
b'260094185',b'created_by',b'JOSM',b'regular'
b'260094186',b'power',b'tower',b'regular'
b'260094186',b'created_by',b'JOSM',b'regular'
b'260094187',b'power',b'tower',b'regular'
b'260094187',b'created_by',b'JOSM',b'regular'
b'260094188',b'power',b'tower',b'regular'
b'260094188',b'created_by',b'JOSM',b'regular'
b'260094189',b'power',b'tower',b'regular'
b'260094189',b'created_by',b'JOSM',b'regular'
b'260390112',b'note',b'road-side layby',b'regular'
b'260390112',b'amenity',b'parking',b'regular'
b'260390112',b'created_by',b'Potlatch 0.8b',b'regular'
b'260454116',b'highway',b'crossing',b'regular'
b'260454116',b'crossing',b'traffic_signals',b'regular'
b'260454116',b'sloped_curb',b'yes',b'regular'
b'260454116',b'tactile_paving',b'yes',b'regular'
b'262859547',b'odbl',b'clean',b'regular'
b'262859551',b'odbl',b'clean',b'regular'
b'262859552',b'odbl',b'clean',b'regular'
b'262859554',b'foot',b'yes',b'regular'
b'262859554',b'bicycle',b'yes',b'regular'
b'262859554',b'highway',b'crossing',b'regular'
b'262859554',b'crossing',b'traffic_signals',b'regular'
b'262859554',b'segregated',b'no',b'regular'
b'262859554',b'sloped_curb',b'yes',b'regular'
b'262859554',b'crossing_ref',b'toucan',b'regular'
b'262859554',b'tactile_paving',b'yes',b'regular'
b'262859556',b'highway',b'crossing',b'regular'
b'262859556',b'crossing',b'uncontrolled',b'regular'
b'262859556',b'sloped_curb',b'yes',b'regular'
b'262859556',b'tactile_paving',b'yes',b'regular'
b'263002789',b'name',b'Wimpson',b'regular'
b'263002789',b'place',b'suburb',b'regular'
b'263220050',b'ref',b'SO17 284D',b'regular'
b'263220050',b'amenity',b'post_box',b'regular'
b'263220050',b'operator',b'Royal Mail',b'regular'
b'263220050',b'postal_code',b'SO17',b'regular'
b'263220050',b'royal_cypher',b'GR',b'regular'
b'263220050',b'type',b'pillar',b'post_box'
b'263220050',b'collection_plate',b'CP1D',b'regular'
b'263220050',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'263220051',b'ref',b'SO17 196D',b'regular'
b'263220051',b'amenity',b'post_box',b'regular'
b'263220051',b'operator',b'Royal Mail',b'regular'
b'263220051',b'postal_code',b'SO17',b'regular'
b'263220051',b'royal_cypher',b'GR',b'regular'
b'263220051',b'type',b'pillar',b'post_box'
b'263220051',b'collection_plate',b'CP1D',b'regular'
b'263220051',b'collection_times',b'Mo-Fr 16:00; Sa 07:00',b'regular'
b'263225352',b'ref',b'SO17 91D',b'regular'
b'263225352',b'amenity',b'post_box',b'regular'
b'263225352',b'operator',b'Royal Mail',b'regular'
b'263225352',b'postal_code',b'SO17',b'regular'
b'263225352',b'royal_cypher',b'GR',b'regular'
